0	0.0	0.0	1.0	0	0	0
0	0.0	0.0	1.0	0	0	0
0	0.0	0.0	1.1	0	0	0
0	0.0	0.0	1.19	1	0	1
0	0.0	0.0	1.29	1	0	1
0	0.0	0.0	1.39	3	0	2
0	0.0	0.0	1.48	4	0	4
0	0.0	0.0	1.58	7	0	7
0	0.0	0.0	1.68	10	0	10
0	0.0	0.0	1.78	13	0	12
0	0.0	0.0	1.87	16	0	15
0	0.0	0.0	1.97	17	0	16
0	0.0	0.0	2.07	17	0	16
0	0.0	0.0	2.16	17	0	16
0	0.0	0.0	2.26	17	0	16
0	0.0	0.0	2.36	17	0	16
0	0.0	0.0	2.45	17	0	16
0	0.0	0.0	2.55	19	0	18
0	0.0	0.0	2.65	24	0	22
0	0.0	0.0	2.75	29	0	27
0	0.0	0.0	2.84	34	0	32
0	0.0	0.0	2.94	36	0	33
0	0.0	0.0	3.04	33	0	31
0	0.0	0.0	3.13	26	0	25
0	0.0	0.0	3.23	19	0	17
1	0.0	0.0	3.33	12	0	11
1	0.0	0.0	3.42	9	0	9
1	0.0	0.0	3.52	9	0	9
1	0.0	0.0	3.62	11	0	10
1	0.0	0.0	3.71	14	0	13
1	0.0	0.0	3.81	21	0	20
1	0.0	0.0	3.91	33	0	30
1	0.0	0.0	4.01	49	0	46
1	0.0	0.0	4.1	67	0	63
1	0.0	0.0	4.2	85	0	79
1	0.0	0.0	4.3	97	0	91
1	0.0	0.0	4.39	102	0	96
1	0.0	0.0	4.49	99	0	92
1	0.0	0.0	4.59	89	0	84
1	0.0	0.0	4.68	79	0	74
1	0.0	0.0	4.78	69	0	65
1	0.0	0.0	4.88	66	0	61
1	0.0	0.0	4.98	82	0	77
1	0.0	0.0	5.07	121	0	113
1	0.0	0.0	5.17	168	0	157
1	0.0	0.0	5.27	207	0	194
1	0.0	0.0	5.36	223	0	209
1	0.0	0.0	5.46	214	0	200
1	0.0	0.0	5.56	193	0	180
1	0.0	0.0	5.65	167	0	156
2	0.0	0.0	5.75	146	0	136
2	0.0	0.0	5.85	137	0	128
2	0.0	0.0	5.94	149	0	139
2	0.0	0.0	6.04	179	0	168
2	0.0	0.0	6.14	216	0	202
2	0.0	0.0	6.24	249	0	233
2	0.0	0.0	6.33	266	0	249
2	0.0	0.0	6.43	272	0	255
2	0.0	0.0	6.53	275	0	258
2	0.0	0.0	6.62	277	0	259
2	0.0	0.0	6.72	278	0	260
2	0.0	0.0	6.82	278	0	260
2	0.0	0.0	6.91	251	0	235
2	0.0	0.0	7.01	189	0	176
2	0.0	0.0	7.11	113	0	106
2	0.0	0.0	7.2	51	0	47
2	0.0	0.0	7.3	24	0	23
2	0.0	0.0	7.4	29	0	27
2	0.0	0.0	7.5	42	0	39
2	0.0	0.0	7.59	58	0	55
2	0.0	0.0	7.69	75	0	70
2	0.0	0.0	7.79	88	0	82
2	0.0	0.0	7.88	94	0	88
2	0.0	0.0	7.98	99	0	93
2	0.0	0.0	8.08	107	0	100
3	0.0	0.0	8.17	124	0	116
3	0.0	0.0	8.27	156	0	146
3	0.0	0.0	8.37	213	0	199
3	0.0	0.0	8.47	288	0	270
3	0.0	0.0	8.56	365	0	342
3	0.0	0.0	8.66	424	0	397
3	0.0	0.0	8.76	448	0	419
3	0.0	0.0	8.85	411	0	385
3	0.0	0.0	8.95	323	0	303
3	0.0	0.0	9.05	219	0	205
3	0.0	0.0	9.14	131	0	123
3	0.0	0.0	9.24	94	0	88
3	0.0	0.0	9.34	124	0	116
3	0.0	0.0	9.43	195	0	182
3	0.0	0.0	9.53	281	0	263
3	0.0	0.0	9.63	356	0	333
3	0.0	0.0	9.73	394	0	368
3	0.0	0.0	9.82	402	0	376
3	0.0	0.0	9.92	407	0	381
3	0.0	0.0	10.02	410	0	383
3	0.0	0.0	10.11	410	0	384
3	0.0	0.0	10.21	411	0	384
3	0.0	0.0	10.31	392	0	367
3	0.0	0.0	10.4	347	0	325
3	0.0	0.0	10.5	295	0	276
4	0.0	0.0	10.6	255	0	239
4	0.0	0.0	10.7	233	0	218
4	0.0	0.0	10.79	198	0	185
4	0.0	0.0	10.89	149	0	140
4	0.0	0.0	10.99	100	0	94
4	0.0	0.0	11.08	62	0	58
4	0.0	0.0	11.18	47	0	44
4	0.0	0.0	11.28	53	0	49
4	0.0	0.0	11.37	67	0	63
4	0.0	0.0	11.47	84	0	78
4	0.0	0.0	11.57	98	0	92
4	0.0	0.0	11.66	104	0	97
4	0.0	0.0	11.76	103	0	96
