0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
0	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
1	12.03	20.76	1.0	0	0	0
2	12.03	20.76	1.1	0	0	0
2	12.03	20.76	1.19	0	0	0
2	12.03	20.76	1.29	0	0	0
2	12.03	20.76	1.39	0	0	0
2	12.03	20.76	1.48	0	0	0
2	12.03	20.76	1.58	0	0	0
2	12.03	20.76	1.68	0	0	0
2	12.03	20.76	1.77	0	0	0
2	12.03	20.76	1.87	0	0	0
2	12.03	20.76	1.96	0	0	0
2	12.03	20.76	2.06	0	0	0
2	12.03	20.76	2.16	0	0	0
2	12.03	20.76	2.25	0	0	0
2	12.03	20.76	2.35	0	0	0
2	12.03	20.76	2.45	0	0	0
2	12.03	20.76	2.54	0	0	0
2	12.03	20.76	2.64	0	0	0
2	12.03	20.76	2.74	0	0	0
2	12.03	20.76	2.83	0	0	0
2	12.03	20.76	2.93	0	0	0
2	12.03	20.76	3.03	0	0	0
2	12.03	20.76	3.12	0	0	0
2	12.03	20.76	3.22	0	0	0
2	12.03	20.76	3.31	0	0	0
2	12.03	20.76	3.41	0	0	0
3	12.03	20.76	3.51	0	0	0
3	12.03	20.76	3.6	0	0	0
3	12.03	20.76	3.7	0	0	0
3	12.03	20.76	3.8	0	0	0
3	12.03	20.76	3.89	0	0	0
3	12.03	20.76	3.99	1	0	1
3	12.03	20.76	4.09	5	0	4
3	12.03	20.76	4.18	13	0	12
3	12.03	20.76	4.28	24	0	23
3	12.03	20.76	4.38	35	0	33
3	12.03	20.76	4.47	44	1	41
3	12.03	20.76	4.57	47	1	44
3	12.03	20.76	4.66	44	1	41
3	12.03	20.76	4.76	35	0	33
3	12.03	20.76	4.86	24	0	23
3	12.03	20.76	4.95	15	0	14
3	12.03	20.76	5.05	12	0	11
3	12.03	20.76	5.15	28	0	26
3	12.03	20.76	5.24	70	1	65
3	12.03	20.76	5.34	123	2	115
3	12.03	20.76	5.44	175	2	164
3	12.03	20.76	5.53	213	3	200
3	12.03	20.76	5.63	229	3	215
3	12.03	20.76	5.73	232	3	217
3	12.03	20.76	5.82	236	3	221
4	12.03	20.76	5.92	255	3	239
4	12.03	20.76	6.01	353	4	331
4	12.03	20.76	6.11	331	4	310
4	12.03	20.76	6.21	277	3	260
4	12.03	20.76	6.3	213	3	200
4	12.03	20.76	6.4	159	2	149
4	12.03	20.76	6.5	137	2	128
4	12.03	20.76	6.59	172	2	162
4	12.03	20.76	6.69	258	3	242
4	12.03	20.76	6.79	360	4	337
4	12.03	20.76	6.88	445	5	418
4	12.03	20.76	6.98	481	6	451
4	12.03	20.76	7.08	439	5	412
4	12.03	20.76	7.17	339	4	318
4	12.03	20.76	7.27	220	3	206
4	12.03	20.76	7.36	120	1	113
4	12.03	20.76	7.46	78	1	73
4	12.03	20.76	7.56	122	1	114
4	12.03	20.76	7.65	225	3	212
4	12.03	20.76	7.75	349	4	328
4	12.03	20.76	7.85	453	6	425
4	12.03	20.76	7.94	496	6	466
4	12.03	20.76	8.04	485	6	455
4	12.03	20.76	8.14	459	6	430
4	12.03	20.76	8.23	427	5	401
5	12.03	20.76	8.33	400	5	376
5	12.03	20.76	8.43	389	5	365
5	12.03	20.76	8.52	389	5	365
5	12.03	20.76	8.62	389	5	365
5	12.03	20.76	8.72	390	5	366
5	12.03	20.76	8.81	390	5	366
5	12.03	20.76	8.91	391	5	367
5	12.03	20.76	9.0	402	5	378
5	12.03	20.76	9.1	428	5	401
5	12.03	20.76	9.2	457	6	429
5	12.03	20.76	9.29	482	6	452
5	12.03	20.76	9.39	493	6	462
5	12.03	20.76	9.49	470	6	441
5	12.03	20.76	9.58	416	5	391
5	12.03	20.76	9.68	352	4	331
5	12.03	20.76	9.78	299	4	280
5	12.03	20.76	9.87	276	3	259
5	12.03	20.76	9.97	284	3	266
5	12.03	20.76	10.07	303	4	284
5	12.03	20.76	10.16	330	4	309
5	12.03	20.76	10.26	361	4	338
5	12.03	20.76	10.35	391	5	367
5	12.03	20.76	10.45	418	5	392
5	12.03	20.76	10.55	439	5	412
5	12.03	20.76	10.64	456	6	427
6	12.03	20.76	10.74	466	6	437
6	12.03	20.76	10.84	469	6	440
6	12.03	20.76	10.93	395	5	370
6	12.03	20.76	11.03	255	3	239
6	12.03	20.76	11.13	153	2	143
6	12.03	20.76	11.22	101	1	94
6	12.03	20.76	11.32	86	1	80
6	12.03	20.76	11.42	124	2	112
6	12.03	20.76	11.51	215	4	190
6	12.03	20.76	11.61	323	8	282
6	12.03	20.76	11.7	414	11	359
6	12.03	20.76	11.8	452	15	392
6	12.03	20.76	11.9	449	17	387
6	12.03	20.76	11.99	440	20	372
6	12.03	20.76	12.09	427	22	352
6	12.03	20.76	12.19	414	23	329
6	12.03	20.76	12.28	401	24	307
6	12.03	20.76	12.38	391	26	287
6	12.03	20.76	12.48	384	27	270
6	12.03	20.76	12.57	380	29	257
6	12.03	20.76	12.67	377	32	246
6	12.03	20.76	12.77	376	37	239
6	12.03	20.76	12.86	382	42	234
6	12.03	20.76	12.96	396	48	230
6	12.03	20.76	13.05	412	54	227
7	12.03	20.76	13.15	426	58	221
7	12.03	20.76	13.25	432	60	212
7	12.03	20.76	13.34	429	60	198
7	12.03	20.76	13.44	417	59	179
7	12.03	20.76	13.54	394	59	157
7	12.03	20.76	13.63	358	57	133
7	12.03	20.76	13.73	307	55	106
7	12.03	20.76	13.83	240	48	77
7	12.03	20.76	13.92	168	36	51
7	12.03	20.76	14.02	101	23	28
7	12.03	20.76	14.12	52	12	13
7	12.03	20.76	14.21	33	7	7
7	12.03	20.76	14.31	37	8	8
7	12.03	20.76	14.41	49	11	10
7	12.03	20.76	14.5	71	16	12
7	12.03	20.76	14.6	102	24	14
7	12.03	20.76	14.69	145	36	15
7	12.03	20.76	14.79	199	51	15
7	12.03	20.76	14.89	257	67	14
7	12.03	20.76	14.98	309	82	14
7	12.03	20.76	15.08	347	92	13
7	12.03	20.76	15.18	362	96	11
7	12.03	20.76	15.27	345	92	9
7	12.03	20.76	15.37	308	83	6
7	12.03	20.76	15.47	272	74	4
8	12.03	20.76	15.56	255	69	3
8	12.03	20.76	15.66	349	95	4
8	12.03	20.76	15.76	317	86	4
8	12.03	20.76	15.85	240	65	3
8	12.03	20.76	15.95	147	40	2
8	12.03	20.76	16.04	70	19	1
8	12.03	20.76	16.14	38	10	0
8	12.03	20.76	16.24	50	14	1
8	12.03	20.76	16.33	79	22	1
8	12.03	20.76	16.43	114	31	1
8	12.03	20.76	16.53	143	39	2
8	12.03	20.76	16.62	155	42	2
8	12.03	20.76	16.72	154	42	2
8	12.03	20.76	16.82	151	41	2
8	12.03	20.76	16.91	148	40	2
8	12.03	20.76	17.01	145	39	2
8	12.03	20.76	17.11	144	39	2
8	12.03	20.76	17.2	179	49	2
8	12.03	20.76	17.3	263	72	3
8	12.03	20.76	17.39	364	99	4
8	12.03	20.76	17.49	448	122	5
8	12.03	20.76	17.59	483	131	6
8	12.03	20.76	17.68	465	126	6
